,open,close,high,low,volume,money,avg,high_limit,low_limit,pre_close,paused,factor
2005-01-04 10:49:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:50:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:51:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:52:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:53:00,1.54,1.54,1.54,1.54,13439.0,20718.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:54:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:55:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:56:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:57:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:58:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 10:59:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:00:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:01:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:02:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:03:00,1.55,1.55,1.55,1.55,4722.0,7306.0,1.55,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:04:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 11:05:00,1.54,1.54,1.54,1.54,2543.0,3913.0,1.54,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 11:06:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:07:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:08:00,1.54,1.54,1.54,1.54,1453.0,2236.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:09:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:10:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:11:00,1.54,1.54,1.54,1.54,3632.0,5590.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:12:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:13:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:14:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:15:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:16:00,1.54,1.54,1.54,1.54,2906.0,4472.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:17:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:18:00,1.54,1.54,1.54,1.54,2906.0,4472.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:19:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:20:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:21:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:22:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:23:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:24:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:25:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:26:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:27:00,1.54,1.54,1.54,1.54,6175.0,9503.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:28:00,1.54,1.54,1.54,1.54,1816.0,2795.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:29:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 11:30:00,1.54,1.54,1.54,1.54,1816.0,2795.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:01:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:02:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:03:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:04:00,1.54,1.54,1.54,1.54,3632.0,5600.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:05:00,1.54,1.54,1.54,1.54,1453.0,2236.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:06:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:07:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:08:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:09:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:10:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:11:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:12:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:13:00,1.54,1.54,1.54,1.54,4359.0,6708.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:14:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:15:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:16:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:17:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:18:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:19:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:20:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:21:00,1.54,1.54,1.54,1.54,2543.0,3906.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:22:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:23:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:24:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:25:00,1.53,1.53,1.53,1.53,36322.0,55719.0,1.53,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:26:00,1.53,1.53,1.53,1.53,0.0,0.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:27:00,1.53,1.53,1.53,1.53,1816.0,2785.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:28:00,1.53,1.53,1.53,1.53,5448.0,8355.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:29:00,1.53,1.53,1.53,1.53,1090.0,1671.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:30:00,1.53,1.53,1.53,1.53,0.0,0.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:31:00,1.53,1.53,1.53,1.53,2543.0,3899.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:32:00,1.53,1.53,1.53,1.53,0.0,0.0,1.53,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:33:00,1.54,1.54,1.54,1.54,1090.0,1680.0,1.54,1.7,1.39,1.53,0.0,0.2753180214133852
2005-01-04 13:34:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:35:00,1.54,1.54,1.54,1.54,2543.0,3920.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:36:00,1.54,1.54,1.54,1.54,3632.0,5600.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:37:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:38:00,1.54,1.54,1.54,1.54,3632.0,5600.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:39:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:40:00,1.54,1.54,1.54,1.54,20340.0,31370.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:41:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:42:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:43:00,1.54,1.54,1.54,1.54,7264.0,11220.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:44:00,1.54,1.54,1.54,1.54,3632.0,5600.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:45:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:46:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:47:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:48:00,1.54,1.54,1.54,1.54,6901.0,10659.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:49:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:50:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:51:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:52:00,1.54,1.54,1.54,1.54,3632.0,5600.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:53:00,1.54,1.54,1.54,1.54,10533.0,16269.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:54:00,1.54,1.54,1.54,1.54,3632.0,5610.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:55:00,1.54,1.54,1.54,1.54,1090.0,1683.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:56:00,1.54,1.54,1.54,1.54,20703.0,31983.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:57:00,1.54,1.54,1.54,1.54,5811.0,8962.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:58:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 13:59:00,1.54,1.54,1.54,1.54,3632.0,5600.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:00:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:01:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:02:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:03:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:04:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:05:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:06:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:07:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:08:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:09:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:10:00,1.54,1.54,1.54,1.54,0.0,0.0,1.54,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:11:00,1.55,1.55,1.55,1.55,363.0,563.0,1.55,1.7,1.39,1.54,0.0,0.2753180214133852
2005-01-04 14:12:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:13:00,1.56,1.55,1.56,1.55,9080.0,14115.0,1.56,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:14:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:15:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:16:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:17:00,1.55,1.55,1.55,1.55,1453.0,2252.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:18:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:19:00,1.55,1.55,1.55,1.55,2543.0,3941.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:20:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:21:00,1.55,1.55,1.55,1.55,3632.0,5620.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:22:00,1.55,1.55,1.55,1.55,9080.0,14075.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:23:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:24:00,1.55,1.55,1.55,1.55,11986.0,18579.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:25:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:26:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:27:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:28:00,1.55,1.55,1.55,1.55,0.0,0.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
2005-01-04 14:29:00,1.55,1.55,1.55,1.55,726.0,1126.0,1.55,1.7,1.39,1.55,0.0,0.2753180214133852
